"session_id","date","start_time","end_time","title","description","recorded","type","skill_level","speakers","tracks","room","room_os","level","cost"
"1177","2026-03-06","3:45 PM","4:45 PM","Advanced visualization and design in Datawrapper","Take your Datawrapper skills to the next level. This session will cover advanced features and techniques to make your visualizations more powerful, polished and interactive. Learn how to customize design themes and use advanced chart types to communicate complex data clearly and creatively. Some basic HTML knowledge is preferred, but not necessary. Laptops will be provided.","false","Hands-on","Beginner","Jovi Dai, National Association of REALTORS®","Data viz","203","PC","2",""
"1229","2026-03-06","3:45 PM","4:45 PM","How to do data-driven work in small communities","The Data-Driven Reporting Project was founded to support newsrooms who might otherwise lack the tools, training or capacity to do more technically-focused investigative reporting. These are often smaller newsrooms with fewer resources. This in-person panel discussion at NICAR will show examples of how journalists, who have received support from the Data-Driven Reporting Project, are navigating complex and data-driven stories on small and underserved communities. Speakers will share stories and how they problem-solved connecting with the people behind the data. Good for beginners.","true","Panel","Beginner","Jill Blackman, Northwestern University; Pam Dempsey, Northwestern University; Chris Farone, Boston Institute for Nonprofit Journalism; Erica Peterson, Mountain State Spotlight; Aallyah Wright, Capital B News","Story ideas, Local","White River G","","1",""
"1268","2026-03-06","3:45 PM","4:45 PM","R 3: Gathering and cleaning data (repeat)","Learn how to import a wide variety of files in R including spreadsheets, files on the web and HTML tables, and transform the results into usable data. This session will also focus on how to clean and structure the data you've gathered in preparation for analysis using tidyverse packages. This session is good for: People who have some experience using R and the Tidyverse. Laptops will be provided.","false","Hands-on","Intermediate","Katherine Oung, Houston Chronicle","Data analysis","204","PC","2",""
"1288","2026-03-06","3:45 PM","4:45 PM","Behind the stories: 2025 Philip Meyer Winners","A data deep dive into the 2025 Philip Meyer Award winners. Hear from reporters on how they gathered, cleaned, analyzed and visualized the data behind some of the year's biggest stories.","true","Panel","Beginner","Brant Houston, University of Illinois","Story ideas","White River I","","1",""
"1295","2026-03-06","3:45 PM","4:45 PM","Finding the story: Transportation data","This session will empower you to use data from the National Transportation Safety Board to investigative major railway accidents and overlooked safety recommendations. You'll gain practical skills to identify your own local stories on railway safety. Some spreadsheets experience will be useful for this session. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Shradha Dinesh, McClatchy; Cat Murphy, University of Maryland","Story ideas, Data analysis","201","BYO","2",""
"1354","2026-03-06","3:45 PM","4:45 PM","The art of the data FOIA","In this session, learn how to get exactly what you want from government agencies, in the format you want it in, and with all the fields you want. This hands-on session is great for beginners and anyone who wants to polish their FOIA skills. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","","Public records","202","BYO","2",""
"1361","2026-03-06","3:45 PM","4:45 PM","The art of networking - and why it's vital","What networking isn't: Collecting business cards and letting them gather dust in your desk drawer. What netowrking is: A way to build two-way relationships that turn into long-term connections. This workshop offers tips on creating the perfect elevator pitch to introduce yourself, finding the right people to meet and starting to build mutually beneficial conversations that translate into opportunities, collaborators and purposeful long-term connections.","true","Panel","","Benét Wilson, IRE & NICAR","Career","White River D","","1",""
"1235","2026-03-06","5:00 PM","5:15 PM","2025 Philip Meyer Awards presentation","","false","Special","Beginner","","Event","White River E-F","","1",""
"1236","2026-03-06","5:15 PM","6:30 PM","Lightning Talks ⚡️","Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing data journalism, web development and related topics.","false","Special","Beginner","Adam Rhodes, IRE & NICAR","Story ideas, Event","White River E-F","","1",""
"1315","2026-03-06","6:30 PM","8:30 PM","NIghtCAR (game night) ✨","Join fellow NICAR attendees for an evening of games, puzzles, etc. IRE provides the board games, you provide the fun! Feel free to grab a snack and a beverage from the reception or from the hotel and join the fun.","true","Special","Beginner","","Event","White River D","","1",""
"1316","2026-03-06","6:30 PM","7:30 PM","Philip Meyer Awards reception","Celebrate the Philip Meyer Award winners at a reception to honor them. Light appetizers and a drink ticket will be provided.","false","Special","Beginner","","Event","White River Foyer","","1",""
"1045","2026-03-07","9:00 AM","10:00 AM","The price of recovery: How to investigate opioid settlement spending","As states, counties, cities, and tribes begin spending more than $80 billion in opioid settlement funds, questions of transparency and accountability are increasingly urgent. In this session, five graduate students from West Virginia University's Reed School of Media will share how they used investigative and data reporting techniques to track settlement spending in their state - and how this approach can be replicated in your communities! Panelists will outline key strategies for data collection, open records requests, and newsroom partnerships, while reflecting on journalism's role in holding institutions accountable and amplifying community voices in responses to the opioid crisis.","true","Panel","Beginner","Hannah Heiskell, West Virginia University; Claudi Di Lima, West Virginia University; Ty McClung, West Virginia University; Jessica Riley, West Virginia University; Drew Solt, West Virginia University","Beat reporting, Students, Story ideas","White River B","","1",""
"1054","2026-03-07","9:00 AM","10:00 AM","Auditing AI algorithms for bias (and sometimes using AI tools to do so)","AI is everywhere and reporters are finding new ways to hold AI tools accountable, sometimes using AI to do so. This panel will discuss how journalists can identify bias in predictive and generative AI tools built by some of the largest technology companies, plus speakers will share which AI tools they use for investigations and research.","true","Panel","Intermediate","Sean Mussenden, University of Maryland; Hilke Schellmann, Independent journalist; Daniel Trielli, University of Maryland; Lucy Zimmerman, Stanford University","AI","White River E","","1",""
"1123","2026-03-07","9:00 AM","10:00 AM","How ""Skills"" solve the biggest pitfall in using AI for data analysis in Claude Code & OpenAI Codex","We've all been there recently. Jazzed at experimenting with the latest AI/LLM tooling to help drive our data journalism. But there remains a particularly thorny issue when using AI tools for data analysis: they don't do things the same way twice, they can go rogue, and they're awful at math. They may be great at building web apps, but they can be very dangerous for doing actual data analysis. But the ""skills"" workflow has the potential to be a game-changer. They began in Claude Code and have now been adopted by Codex as well. What are ""skills""...? They allow you to create specific, reproducible code chunks or even entire scripts that will then get executed. The file system is dead-simple: just markdown files and your code scripts. And from there, skills functions largely as an automation tool - it'll run what you've told it to run, when you tell it to, with certain variables provided by you or your colleagues. And it will ensure Claude or Codex gives you consistent, reproducible results every time. Learn what it's all about. This session is good for people with some coding experience. Laptops will be provided.","false","Hands-on","Advanced","Aaron Kessler, Associated Press","AI","104","OSX","1",""
"1165","2026-03-07","9:00 AM","10:00 AM","Data team starter kit: How to build a data team from the ground up","How do you set a new data team up for success? How do you grow a data team while maintaining your team's identity and standards? This session will tackle best practices for establishing and maintaining standards on new and growing data teams. We'll cover automating onboarding, standardizing project structure with Datakit and setting up a robust fact-checking process.","true","Panel","Beginner","Sahana Jayaraman, The Baltimore Banner; Greg Morton, The Baltimore Banner; Allan James Vestal, The Baltimore Banner","Career","White River D","","1",""
"1170","2026-03-07","9:00 AM","10:00 AM","Data collection at scale for countries where data is hidden","Learn about collecting data for countries where data is difficult to obtain, hidden, or behind wonky websites that don't give you access to actual insights. Find out how to obtain data and support reporting pipelines - also how to gather data that's more qualitative to supplement the numbers.","true","Panel","Beginner","Alexander Borodikhin, Mediazona; Tazbia Fatima, Hearst; Inaara Gangji, UC Berkeley; Eunjee Wi, Arizona State University","International, Data analysis","White River G","","1",""
"1223","2026-03-07","9:00 AM","10:00 AM","Beyond the big leagues: Data journalism in high school sports","High school sports drive huge traffic but lack the data infrastructure of pro leagues. This demo will explore how journalists build databases and tell data-driven stories when official stats are incomplete or nonexistent. Panelists will share strategies for scraping and standardizing local sports data, creating searchable tools for communities, and making compelling visualizations. Attendees will learn how to find stories in oft-incomplete sports data and build resources that serve coaches, parents, and fans beyond a single season.","false","Demo","Beginner","Rahul Deshpande, Atlanta Journal-Constitution; Josh Fine, HBO","Sports","202","BYO","2",""
"1253","2026-03-07","9:00 AM","10:00 AM","Using regular expressions","By the end of this class, this expression -- ^[A-Za-z0-9._-]+@[[A-Za-z0-9.-]+$ -- will make sense to you! You'll learn how to construct advanced searches on text data using regular expressions, a powerful pattern-matching syntax that can help you find needles in haystacks. This session is good for those with some basic experience working with data, and anyone who wants to learn to use regular expressions. Laptops will be provided.","false","Hands-on","Beginner","Ethan Corey, Behind Bars Data Project","Data analysis","203","PC","2",""
"1262","2026-03-07","9:00 AM","10:00 AM","Google Sheets: Advanced pivot tables","You've done a few pivot tables and are getting curious about what more you could do with them. What happens if you aggregate by more than one column? What are those ""column"" and ""filter"" boxes for? Come unlock the full potential of pivot tables in this intermediate spreadsheet class. This session is good for: People familiar with spreadsheets and aggregating data with pivot tables, or anyone who has taken Sheets 1-3. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Intermediate","Koby Levin, Outlier Media","Data analysis","102","BYO","1",""
"1273","2026-03-07","9:00 AM","10:00 AM","Using LLMs to improve your archives","Most newsroom archives contain years of institutional knowledge unread by most. This session shows how to unlock them to make your reporters more informed and to help onboard new journalists. Drawing on a university course where journalism students with little coding experience built ""beat books"" from local newspaper archives from Maryland's Eastern Shore, we'll walk participants through a reproducible pipeline using open and commercial LLMs. Laptops will be provided.","false","Hands-on","Intermediate","Clayton Ludwig, University of Maryland; Cat Murphy, University of Maryland; Derek Willis, University of Maryland","AI","205","OSX","2",""
"1278","2026-03-07","9:00 AM","12:30 PM","Introduction to R","We'll introduce you to R, a free, powerful open-source programming language that will take your data reporting to the next level. By the end of this three-hour session, you will be able to read data from common file types into R, clean and explore it, create visualizations, and make your entire data workflow reproducible. We'll also talk about how to find help when you're stuck. Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level. Preregistration is required and seating is limited. Laptops will be provided for the training.","false","Hands-on","Intermediate","Liz Lucas, University of Missouri; Mariia Novoselia, University of Missouri","Data analysis","204","PC","2","45"
"1283","2026-03-07","9:00 AM","10:00 AM","Media lawyer Q&A: Student edition","","true","Special","Beginner","Kris Cundiff, Reporters Committee for Freedom of the Press (RCFP); Eric Feder, Reporters Committee for Freedom of the Press (RCFP); Maggie Mulvihill, Boston University","Students, Public records","White River I","","1",""
"1287","2026-03-07","9:00 AM","10:00 AM","Find public records and leaks: The new OCCRP Aleph Pro","You've got a leak, a name, or a suspicious company - what's your next move? In a world of complex financial secrecy, uncovering the truth demands data power. Join this hands-on workshop to master the all-new OCCRP Aleph Pro, holding over four billion records of leaks, sanctions, corporate registries, and beyond. For years, Aleph has been the backbone of hundreds of investigations, and we have now evolved it to meet the challenges of modern reporting. Bring your laptop and learn to cross-reference targets, generate structured entities from raw text, and map hidden connections into visual networks. You will also learn how to secure access to protected leaks curated for journalists, activists, and researchers. It's time to power your next investigation using Aleph Pro. Please fill out this form by Wednesday, March 4th, to have an account created and access granted for OCCRP Aleph Pro. Because this will be a highly interactive session where you'll have the opportunity to create your own investigations and visual networks using Aleph Pro, prior account setup is strictly required. This session is good for beginners and anyone who wants to learn to use Aleph Pro.","false","Hands-on","Beginner","Ezana Ćeman, Organized Crime and Corruption Reporting Project; Klil Eden, Organized Crime and Corruption Reporting Project","International","201","BYO","2",""
"1339","2026-03-07","9:00 AM","10:00 AM","Finding the story: Using data to report on statehouses","Whenever journalists are told to follow the money, we know that always means having a strong grasp on the data that is used to advocate for bills and the backdrop of who may be funding what. Come learn how to dig into the data out there with some hands-on exercises. Laptops will be provided.","false","Hands-on","Beginner","Marina Villeneuve, Hechinger Report","Story ideas","209","BYO","2",""
"1071","2026-03-07","10:15 AM","11:15 AM","Elevate your graphics with Illustrator!","Illustrator is a great tool for creating beautiful, completely unique data viz and graphics - but the best part is it doesn't need to all be done from scratch. In this session, we will go over ways to begin making your chart using various online tools that most newsrooms already use (like Datawrapper, RawGraphs, Flourish, ggplot, etc.) but elevate its design with the magic of SVGs and vector graphics programs like Adobe Illustrator. We'll talk through color choices, fonts, accessibility, framing, and more - and give you tips and tricks to create stunning graphics that you can customize to your heart's delight. This session is good for beginners. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Beginner","Paroma Soni, POLITICO; Stephanie Stamm, The Wall Street Journal","Data viz","202","BYO","2",""
"1094","2026-03-07","10:15 AM","11:15 AM","Using open-source intelligence (OSINT) in investigations","This session will show how journalists can begin incorporating open-source research methodologies in their investigations, with examples from real articles.","true","Panel","Beginner","Gabriel Geiger, Lighthouse Reports; Jennefer Harper, Decoherence Media; Alison Killing, Financial Times; Tristan Lee, Decoherence Media","Research","White River E","","1",""
"1109","2026-03-07","10:15 AM","11:15 AM","Scraping dynamic websites with browser automation tools","Playwright is a next-generation browser automation tool that allows you to use Python or JavaScript to scrape almost any web page. It can assist in downloading pages of government documents, capturing tweets before they get deleted, or even just breaking past the cookie consent banner. Beyond the basics, it can also easily take screenshots, monitor and log network requests, and even fit right into your traditional BeautifulSoup scraping approach. We'll look at: - Installing Playwright - Accessing elements on the page - Interacting with web pages (clicking, navigating, filling out forms) - Taking screenshots - Sending pages to traditional scraping tools like BeautifulSoup - Common patterns including pagination and CAPTCHA breaking For those of you familiar with tackling similar problems using Selenium: Playwright is a similar tool with a better interface, better install/upgrade process, and ten times the usability. It might be time to upgrade! Participants should have a basic knowledge of Python and HTML, but we'll also cover how to breeze past those basics with AI assistance. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Jonathan Soma, Columbia University","Data analysis, Tools & Tech","201","BYO","2",""
"1182","2026-03-07","10:15 AM","11:15 AM","Becoming acquainted with your city as a data reporter with no beat","Early-career, local data journalists might find themselves needing to quickly navigate the data ecosystem of a new place for the first time. In this session, panelists will share their tips and tricks for: - Learning what kinds of data are easily available in your new home - Building out a ""beat"" for yourself - Collaborating across multiple desks - working with a wide array of datasets","true","Panel","Beginner","Sahana Jayaraman, The Baltimore Banner; Kara Newhouse, Howard Center for Investigative Journalism; Bianca Pallaro, The New York Times; Elliott Ramos, CBS News","Beat reporting","White River D","","1",""
"1184","2026-03-07","10:15 AM","11:15 AM","The winding paths of a data journalist","Data journalists have unique skills and experiences that are applicable to product design and management roles. Learn from panelists who have navigated unexpected journeys to find their niche in the data world. This panel is great for people who are curious about making a career shift, and hearing from professionals who have firsthand experience in making these transitions. Our panelists will share their strategies and lessons learned, offering valuable insights for those considering a similar career pivot.","false","Panel","Intermediate","Allan Lasser, MuckRock; Arlene Martinez, Good Jobs First; Elizabeth Renter, NerdWallet; Tejal Wakchoure, NBC","Career, Management","102","BYO","1",""
"1271","2026-03-07","10:15 AM","11:15 AM","Reporting on disappearing data about LGBTQ+ people","Reporters all over the country have scrambled to find and use quality data after the federal government deleted thousands of records about DEI, health, and the environment, to name a few. But as LGBTQ+ people are a notable target of the Trump Administration, it's not surprising that data about LGBTQ+ people has gone dark, been altered or is otherwise now more difficult to find. Come to this session to learn about what has happened to data about LGBTQ+ people, where to find it, and what happens when you need to be your own data architect.","true","Panel","Beginner","Zak Cassel, WFYI; Adam Rhodes, IRE & NICAR; Emilia Ruzicka, Independent journalist","Equity, inclusion and accessibility","White River I","","1",""
"1290","2026-03-07","10:15 AM","12:30 PM","Deep dive: Navigating nonprofit data","More than half a million organizations - from your local humane society to some of the largest hospital chains in the nation - file annual public tax returns detailing revenue, expenses, staffing information, and more. In this hands-on session, we'll use spreadsheets to dig into filing data and answer questions about nonprofit organizations that you can apply to nearly any beat or coverage area. No coding experience is necessary, but we'll discuss ways to dig further into these datasets using code. You must bring your own laptop (no tablets) to participate.","false","Hands-on","Beginner","Ellis Simani, ProPublica; Andrea Suozzo, ProPublica","Beat reporting, Public records","209","BYO","2","30"
"1301","2026-03-07","10:15 AM","11:15 AM","Networking: Women in data","In this session, women, trans and non-binary folks in data journalism and investigative reporting will discuss the unique challenges they face, including the nuances of working in the field, issues of imposter syndrome and how to be our own advocates. Participants will have a safe space to ask questions, share experiences and network with one another.","false","Networking","Beginner","Maggie Green, ABC News","Event","White River G","","1",""
"1303","2026-03-07","10:15 AM","11:15 AM","First PMTiles Map: How to map massive datasets","Join Ben Welsh and Jon Schleuss to learn how to display a massive dataset on an interactive map using PMTiles and MapLibre. This one-hour, hands-on class will show you how to: Convert massive shapefiles to the compact PMTiles format using tippecanoe Display the tiles on an interactive map using MapLibre GL JS Create a data-driven style that colors features based on their attributes","false","Hands-on","Intermediate","Jon Schleuss, NewsGuild; Ben Welsh, Reuters","Mapping, Data viz","104","OSX","1",""
"1324","2026-03-07","10:15 AM","11:15 AM","Big Local News tools, wares and resources","A lightning-round showcase of innovative newsroom tools and other resources that can help you collaborate on data journalism projects, harvest data and documents at scale, and track institutions for accountability reporting, from police agencies to state legislatures.","true","Demo","Beginner","Rosie Cima, Big Local News; Cheryl Phillips, Big Local News; Ryan Pitts, Big Local News; Gerald Rich, Big Local News; Serdar Tumgoren, Big Local News","Tools & Tech","White River B","","1",""
"1344","2026-03-07","10:15 AM","11:15 AM","From spreadsheet to map in 60 minutes","Have a spreadsheet with latitude and longitude coordinates and need to turn it into a map quickly? This hands-on QGIS session focuses on the practical workflow journalists use most: importing tabular data, creating a point layer, adding geographic context, and styling a clear thematic map ready for publication. We'll skip the broad GIS overview and dive straight into the essential steps so you leave with a publishable map and a repeatable workflow you can use in your reporting.","false","Hands-on","Intermediate","Jennifer LaFleur, UC Berkeley School of Journalism; Charles Minshew, Atlanta Journal-Constitution","Mapping","203","PC","2",""
"1355","2026-03-07","10:15 AM","11:15 AM","How to get a pile of documents processed for machine learning","","false","Hands-on","Beginner","Rob Wells, University of Maryland","AI, Public records, Tools & Tech","205","OSX","2",""
"1362","2026-03-07","10:15 AM","12:30 PM","Office Hours: one-on-ones with managers","Looking for specific feedback on a cover letter or portfolio piece? Maybe you want to wordsmith a section of your resume or update your bio. Sign up for a 20-min one-on-one session with a manager or newsroom leader with expertise in data, editing, investigations, career pathways and more","false","One-on-one","","","Career","White River Foyer","","1",""
"1018","2026-03-07","11:30 AM","12:30 PM","Immigration data and how to make sense of it","The Trump administration has drastically reshaped immigration enforcement. Newsrooms around the country are trying to make sense of what is happening to their communities. Join this panel to learn how reporters break down the most important immigration data sets and how that data can be used to tell both local and national stories.","true","Panel","Beginner","Will Craft, The Guardian; Elena Mejia, Bloomberg; Tanvi Misra, Independent journalist; Leon Yin, Bloomberg News","Beat reporting","White River G","","1",""
"1055","2026-03-07","11:30 AM","12:30 PM","How to educate journalism students about AI and with AI","Artificial intelligence is here to stay, so it's important to have a plan in place to educate the next generation of journalists. This panel of journalists and educators will hold a town hall-style session to share strategies and ideas on effective ways to educate journalism students about AI. Attendees will learn about what has and hasn't worked, how to use and build tools and how to be ethical and accountable when using AI.","true","Panel","Intermediate","Hilke Schellmann, Independent journalist","AI, Educators","White River I","","1",""
"1110","2026-03-07","11:30 AM","12:30 PM","Automating your workflows with Github Actions","There are a ton of routine data sets that we pull regularly to analyze. Crime, housing, construction. But what if you could do that while you sleep? Github Actions allows you to do just that. Participants should have a basic knowledge of Github. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Sean McMinn, POLITICO","Tools & Tech","202","BYO","2",""
"1143","2026-03-07","11:30 AM","12:30 PM","Presents for your future self: Automated workflows for making charts and maps","When you're working on a project with shifting or updating data, there's nothing better you can do for yourself than to build your own little sprocket bot. In this workshop, learn how you can build that bot through command line tools (makefile, node.js, python) to automate tasks like mapmaking. Learn workflow tips for Illustrator, Photoshop, Blender, and more! Save time by setting up a file and forever more executing it via a push of the button. Folks with an understanding of command line tools will get the most out of this session. Laptops will be provided.","false","Hands-on","Intermediate","Dylan Moriarty, The Washington Post","Data viz, Mapping","104","OSX","1",""
"1154","2026-03-07","11:30 AM","12:30 PM","Beyond the investigation: Managing stress, safety & mental wellness","NO RECORDING! Covering sensitive topics can take an emotional toll, including long working hours, emotional strain and personal sacrifices. A panel of journalists will share strategies that help attendees recognize early signs of stress, create grounding techniques and find healthy outlets outside of work to protect their mental health.","false","NICAR Conversation","Beginner","Cate Charron, Indy Star; Lakeidra Chavis, The Marshall Project; Disha Raychaudhuri, Reuters","Career","102","BYO","1",""
"1156","2026-03-07","11:30 AM","12:30 PM","Data crowd competition: 40 ideas in 40 minutes","This session invites attendees to compete for prizes for offering the coolest, most unique public datasets that every journalist should request. Each person gets one minute to come up to the mic and explain their dataset. The idea will be entered into a list of the screen, and then at the end attendees vote for their favorite. The top three win fabulous IRE merchandise.","true","Panel","Beginner","David Cuillier, Brechner FOI Project; Cierra Putman, WTHR; Samantha Sunne, Independent journalist","Story ideas, Data analysis","White River E","","1",""
"1194","2026-03-07","11:30 AM","12:30 PM","Covering growing corporate power, even on deadline","As corporate influence and power grows, it grows increasingly important to document the broader impact of business leaders' actions. For instance, companies are fined billions of dollars each year for stealing workers' wages, degrading the environment, defrauding the government, cheating consumers, and other misconduct - using Violation Tracker, reporters can look up the behavior of companies across more than 450 federal, state, and local regulatory agencies. Many of those same companies also receive billions in taxpayer subsidies in the name of economic development - using Subsidy Tracker, reporters can explore those tax breaks and other giveaways. Taken together, these two databases can help a reporter find patterns and trends in the ways businesses operate, and explore the ways governments enable poor behavior by corporate leaders to continue.","true","Demo","Beginner","Arlene Martinez, Good Jobs First","Story ideas","White River D","","1",""
"1215","2026-03-07","11:30 AM","12:30 PM","How to avoid a midterm meltdown: Tips for covering elections","This panel will show how journalists navigate covering elections with data and how to avoid common mistakes. Speakers will share tips and stories about reporting on election results, campaign finance, and voter turnout.","true","Panel","Beginner","Alexandra Glorioso, Miami Herald; Ence Morse, The Washington Post; Phoebe Quinton, Atlanta Journal-Constitution; Derek Willis, University of Maryland","Beat reporting, Story ideas","White River B","","1",""
"1246","2026-03-07","11:30 AM","12:30 PM","Using Python for data analysis","Imagine rolling Excel and SQL into one tool that also allows you to track your code and share it: That's pandas in a nutshell. There's a lot more you can do with it, of course, but this will be a good start. We'll learn how to slice and dice our data and extract basic stats. Specifically, we'll cover loading the data, filtering, sorting and grouping data. This class is good for: People who are comfortable with Excel and are familiar with the basics of SQL and Python. We recommend that you attend a Python 101 session or have equivalent experience before coming to this class. Attendees will need to bring their own laptop (no tablets) to participate in this class.","false","Hands-on","Intermediate","Caitlin Ostroff, The Wall Street Journal","Data analysis","203","PC","2",""
"1263","2026-03-07","11:30 AM","12:30 PM","Google Sheets: Importing & data prep","Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet. This session is good for: Anyone comfortable working in Google Sheets. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.","false","Hands-on","Beginner","Rosmery Izaguirre, POLITICO","Data analysis","201","BYO","2",""
"1351","2026-03-07","11:30 AM","12:30 PM","Excel 2: Formulas & sorting (Mac lab)","Much of Excel's power comes in the form of formulas. In this class, you'll learn how to use them to analyze data with the eye of a journalist. Yes, math will be involved, but it's totally worth it! This class will show you how calculations like change, percent change, rates and ratios can beef up your reporting. This class will be taught on Mac computers. This session is good for: Anyone who is comfortable navigating Excel. Laptops will be provided.","false","Hands-on","Beginner","Jessica Huseman, Votebeat","Data analysis","205","OSX","2",""
"1319","2026-03-07","12:30 PM","2:15 PM","Lunch bunch","Make some new friends over lunch! Show up and we'll connect you with other folks who want to chat and network over the lunch break -- a great way to make a big conference feel smaller. Meet at the bottom of the escalators on Level 1.","false","Special","Beginner","","Event","TBD","","",""
"1012","2026-03-07","2:30 PM","3:30 PM","Collaborating in an intergenerational workspace: let's get to yes","From Boomers to Alphas, there is currently a wider range of ages than ever trying to create extraordinary journalism side-by-side during ever-changing and unprecedented times. Technology has created levels of haves and have-nots, digital natives and cultural luddites. But at the end of the day, our teams are here to serve our audiences and our communities: together. Let's talk about ways we can collaborate and find common ground, even when it feels sticky or difficult. Participants will come away with a framework for collaborative decision-making and have the chance to roleplay in groups, trying different mock scenarios among peers.","true","Panel","Beginner","Emma Carew Grovum, Kimbap Media; Will Lager, Independent journalist; Garry Pierre-Pierre, URL Media; Teresa Mondría Terol, The New York Times","Career","White River I","","1",""
"1031","2026-03-07","2:30 PM","3:30 PM","Fun with hypotheticals: Investigating your dubious data dilemmas in real time","From the people who dared to ask ""How many rats are in the Rainforest Cafe?"" at NICAR25 comes an interactive panel on approaching a data story with an investigative mindset - this year done in real time. Attendees are encouraged to submit their most ridiculous investigative questions ahead of and during the panel. As a group, we'll take a few of those questions and propose and refine a hypothesis, make a reporting plan, brainstorm records requests, and more. By the end of the session, participants will be equipped to craft an investigative data story from scratch - starting from even the most unexpected or whimsical question. Submit your ideas at https://tinyurl.com/hypotheticals26.","true","Panel","Beginner","Adiel Kaplan, Tow-Knight Center for Journalism Futures; Veronica Penney, American Association for the Advancement of Science; Emily Zentner, The California Newsroom","Story ideas, tracks","White River E","","1",""
"1034","2026-03-07","2:30 PM","3:30 PM","How to use AI responsibly","Journalists across the world are trying to determine how and when to use GenAI and other machine learning techniques for reporting. Panelists from a range of projects and newsrooms will discuss how they considered journalistic ethics while using AI. Attendees should leave with ideas on when to combine AI classification with manual review, what to disclose to audiences and other practical tips.","true","Panel","Beginner","Dylan Freedman, The New York Times; Sachita Nishal, Northwestern University; Lisa Pickoff-White, California Reporting Project; Katey Rusch, UC Berkeley","AI","White River D","","1",""
"1053","2026-03-07","2:30 PM","6:00 PM","Using coding agents for data analysis","Coding agents such as Claude Code and OpenAI Codex are mainly marketed at developers, but they're actually applicable to a much wider array of problems, including data analysis, data cleaning, web scraping and other tasks commonly faced by data journalists. In this session, you'll learn how to apply these tools to both simple and ambitious data reporting projects. Attendees will go away with a very powerful new tool for collecting, exploring, analyzing and presenting data. Laptops will be provided.","false","Hands-on","Intermediate","Simon Willison, Datasette","AI","104","OSX","1","45"
"1065","2026-03-07","2:30 PM","3:30 PM","Building your first SvelteKit data app","SvelteKit is a user-friendly JavaScript framework that allows you to easily build and deploy web apps. Join us for a crash course in using SvelteKit to make a data-driven interactive. This session is great for those with frontend development knowledge. Laptops will be provided.","false","Hands-on","Advanced","Tyler Machado, Independent journalist","Tools & Tech","205","OSX","2",""
"1086","2026-03-07","2:30 PM","3:30 PM","Rubric-a-palooza","At this demo party, we'll discuss the Science of Teaching and Learning (SoTL) behind effective ways to give students feedback. Ideally, we'll learn tips and tricks from one another as well as from the literature and do a hands-on exercise using AI tools to help us write effective rubrics for our assignments.","false","Demo","Intermediate","Dhrumil Mehta, Tow Center at Columbia University; Aarushi Sahejpal, American University","Educators","209","BYO","2",""
"1115","2026-03-07","2:30 PM","6:00 PM","Scraping with Python","In this workshop you'll learn how to investigate websites, evaluate scraping difficulty and use Python to scrape data not otherwise easily obtained with out-of-the-box tools. Among the examples you'll discuss is a project to scrape some difficult data out of the Florida Financial System. Preregistration is required and seating is limited. You must bring your own laptop (no tablets) to this training.","false","Hands-on","Intermediate","Aïcha Camara, McClatchy; Alexandra Glorioso, Miami Herald","Tools & Tech","202","BYO","2","45"
"1221","2026-03-07","2:30 PM","3:30 PM","Elections 2026: Uncovering influence operations in the U.S.","This panel will demonstrate how to use tools to investigate and track influence operations. Journalists will learn how to piece together opaque spending networks and uncover crucial details about operations through tax returns, Foreign Agents Registration Act (FARA) filings, digital ad data, corporate records, lobbying disclosures and other sources.","true","Panel","Beginner","Anna Massoglia, MuckRock","Elections","White River G","","1",""
"1224","2026-03-07","2:30 PM","3:30 PM","Making public data actually public: Building tools to serve communities","Public records are technically ""public,"" but that doesn't mean they're accessible. This panel features journalists who've taken hard-to-use government data and transformed it into searchable databases that serve their communities. Panelists will share case studies of look up tools for stories like city council redistricting, voter registration cancellation and more. We'll discuss how to navigate the technical and editorial decisions involved in cleaning and publishing messy government data, the reality of maintaining these tools long-term, and maintaining reader/user/data privacy.","true","Panel","Beginner","Rahul Deshpande, Atlanta Journal-Constitution; Jennifer LaFleur, UC Berkeley School of Journalism; Cam Rodriguez, Independent journalist; Kevin Uhrmacher, ProPublica","Tools & Tech","White River B","","1",""
